"","lapse","alpha","beta","participant_id","trials","subs","X","resp","sessions"
"1",0.000236505948325414,20.8828171825995,5.90668633192947,1,10,9,-0.5,0,1
"2",0.000236505948325414,20.8828171825995,5.90668633192947,1,10,9,22.5,0,1
"3",0.000236505948325414,20.8828171825995,5.90668633192947,1,10,9,34.5,1,1
"4",0.000236505948325414,20.8828171825995,5.90668633192947,1,10,9,27.5,1,1
"5",0.000236505948325414,20.8828171825995,5.90668633192947,1,10,9,19.5,1,1
"6",0.000236505948325414,20.8828171825995,5.90668633192947,1,10,9,10.5,0,1
"7",0.000236505948325414,20.8828171825995,5.90668633192947,1,10,9,14.5,0,1
"8",0.000236505948325414,20.8828171825995,5.90668633192947,1,10,9,29.5,1,1
"9",0.000236505948325414,20.8828171825995,5.90668633192947,1,10,9,13.5,0,1
"10",0.000236505948325414,20.8828171825995,5.90668633192947,1,10,9,28.5,1,1
"11",0.00507340066830416,2.77863638193746,8.64485097909967,2,10,9,-0.5,0,1
"12",0.00507340066830416,2.77863638193746,8.64485097909967,2,10,9,22.5,1,1
"13",0.00507340066830416,2.77863638193746,8.64485097909967,2,10,9,10.5,0,1
"14",0.00507340066830416,2.77863638193746,8.64485097909967,2,10,9,18.5,1,1
"15",0.00507340066830416,2.77863638193746,8.64485097909967,2,10,9,13.5,1,1
"16",0.00507340066830416,2.77863638193746,8.64485097909967,2,10,9,5.5,0,1
"17",0.00507340066830416,2.77863638193746,8.64485097909967,2,10,9,8.5,1,1
"18",0.00507340066830416,2.77863638193746,8.64485097909967,2,10,9,1.5,1,1
"19",0.00507340066830416,2.77863638193746,8.64485097909967,2,10,9,-5.5,0,1
"20",0.00507340066830416,2.77863638193746,8.64485097909967,2,10,9,-4.5,0,1
"21",0.0323140959669708,2.02616332078536,7.86209069947051,3,10,9,-0.5,1,1
"22",0.0323140959669708,2.02616332078536,7.86209069947051,3,10,9,-23.5,0,1
"23",0.0323140959669708,2.02616332078536,7.86209069947051,3,10,9,-11.5,0,1
"24",0.0323140959669708,2.02616332078536,7.86209069947051,3,10,9,0.5,1,1
"25",0.0323140959669708,2.02616332078536,7.86209069947051,3,10,9,-7.5,0,1
"26",0.0323140959669708,2.02616332078536,7.86209069947051,3,10,9,-3.5,1,1
"27",0.0323140959669708,2.02616332078536,7.86209069947051,3,10,9,-9.5,0,1
"28",0.0323140959669708,2.02616332078536,7.86209069947051,3,10,9,-1.5,0,1
"29",0.0323140959669708,2.02616332078536,7.86209069947051,3,10,9,5.5,1,1
"30",0.0323140959669708,2.02616332078536,7.86209069947051,3,10,9,4.5,0,1
"31",0.00132131727379361,-3.84834328061586,7.34087135034782,4,10,9,-0.5,0,1
"32",0.00132131727379361,-3.84834328061586,7.34087135034782,4,10,9,22.5,1,1
"33",0.00132131727379361,-3.84834328061586,7.34087135034782,4,10,9,10.5,1,1
"34",0.00132131727379361,-3.84834328061586,7.34087135034782,4,10,9,-1.5,1,1
"35",0.00132131727379361,-3.84834328061586,7.34087135034782,4,10,9,-13.5,0,1
"36",0.00132131727379361,-3.84834328061586,7.34087135034782,4,10,9,-7.5,0,1
"37",0.00132131727379361,-3.84834328061586,7.34087135034782,4,10,9,5.5,1,1
"38",0.00132131727379361,-3.84834328061586,7.34087135034782,4,10,9,-8.5,1,1
"39",0.00132131727379361,-3.84834328061586,7.34087135034782,4,10,9,-15.5,0,1
"40",0.00132131727379361,-3.84834328061586,7.34087135034782,4,10,9,-14.5,0,1
"41",0.000209696266658993,-8.8112919336954,8.26544371263278,5,10,9,-0.5,1,1
"42",0.000209696266658993,-8.8112919336954,8.26544371263278,5,10,9,-23.5,0,1
"43",0.000209696266658993,-8.8112919336954,8.26544371263278,5,10,9,-11.5,1,1
"44",0.000209696266658993,-8.8112919336954,8.26544371263278,5,10,9,-19.5,1,1
"45",0.000209696266658993,-8.8112919336954,8.26544371263278,5,10,9,-28.5,0,1
"46",0.000209696266658993,-8.8112919336954,8.26544371263278,5,10,9,-25.5,0,1
