"","lapse","alpha","beta","participant_id","trials","subs","X","resp","sessions"
"1",7.10404806279574e-07,-16.9239926453742,8.69045693017426,1,10,9,-0.5,1,1
"2",7.10404806279574e-07,-16.9239926453742,8.69045693017426,1,10,9,-23.5,0,1
"3",7.10404806279574e-07,-16.9239926453742,8.69045693017426,1,10,9,-11.5,1,1
"4",7.10404806279574e-07,-16.9239926453742,8.69045693017426,1,10,9,-19.5,1,1
"5",7.10404806279574e-07,-16.9239926453742,8.69045693017426,1,10,9,-28.5,0,1
"6",7.10404806279574e-07,-16.9239926453742,8.69045693017426,1,10,9,-25.5,0,1
"7",7.10404806279574e-07,-16.9239926453742,8.69045693017426,1,10,9,-17.5,1,1
"8",7.10404806279574e-07,-16.9239926453742,8.69045693017426,1,10,9,-25.5,0,1
"9",7.10404806279574e-07,-16.9239926453742,8.69045693017426,1,10,9,-18.5,0,1
"10",7.10404806279574e-07,-16.9239926453742,8.69045693017426,1,10,9,-12.5,1,1
"11",5.91619277437326e-05,-1.80960833004244,9.76316187487265,2,10,9,-0.5,1,1
"12",5.91619277437326e-05,-1.80960833004244,9.76316187487265,2,10,9,-23.5,0,1
"13",5.91619277437326e-05,-1.80960833004244,9.76316187487265,2,10,9,-11.5,0,1
"14",5.91619277437326e-05,-1.80960833004244,9.76316187487265,2,10,9,0.5,1,1
"15",5.91619277437326e-05,-1.80960833004244,9.76316187487265,2,10,9,-7.5,1,1
"16",5.91619277437326e-05,-1.80960833004244,9.76316187487265,2,10,9,-14.5,0,1
"17",5.91619277437326e-05,-1.80960833004244,9.76316187487265,2,10,9,-6.5,0,1
"18",5.91619277437326e-05,-1.80960833004244,9.76316187487265,2,10,9,0.5,0,1
"19",5.91619277437326e-05,-1.80960833004244,9.76316187487265,2,10,9,7.5,1,1
"20",5.91619277437326e-05,-1.80960833004244,9.76316187487265,2,10,9,6.5,1,1
"21",0.00507323920524996,-40.7455588452113,10.1768718701431,3,10,9,-0.5,1,1
"22",0.00507323920524996,-40.7455588452113,10.1768718701431,3,10,9,-23.5,1,1
"23",0.00507323920524996,-40.7455588452113,10.1768718701431,3,10,9,-34.5,1,1
"24",0.00507323920524996,-40.7455588452113,10.1768718701431,3,10,9,-40.5,1,1
"25",0.00507323920524996,-40.7455588452113,10.1768718701431,3,10,9,-43.5,0,1
"26",0.00507323920524996,-40.7455588452113,10.1768718701431,3,10,9,-37.5,1,1
"27",0.00507323920524996,-40.7455588452113,10.1768718701431,3,10,9,-45.5,0,1
"28",0.00507323920524996,-40.7455588452113,10.1768718701431,3,10,9,-37.5,0,1
"29",0.00507323920524996,-40.7455588452113,10.1768718701431,3,10,9,-31.5,1,1
"30",0.00507323920524996,-40.7455588452113,10.1768718701431,3,10,9,-47.5,0,1
"31",5.40021733497804e-06,3.3394263034041,10.5102506173477,4,10,9,-0.5,0,1
"32",5.40021733497804e-06,3.3394263034041,10.5102506173477,4,10,9,22.5,1,1
"33",5.40021733497804e-06,3.3394263034041,10.5102506173477,4,10,9,10.5,1,1
"34",5.40021733497804e-06,3.3394263034041,10.5102506173477,4,10,9,-1.5,0,1
"35",5.40021733497804e-06,3.3394263034041,10.5102506173477,4,10,9,6.5,1,1
"36",5.40021733497804e-06,3.3394263034041,10.5102506173477,4,10,9,2.5,1,1
"37",5.40021733497804e-06,3.3394263034041,10.5102506173477,4,10,9,-4.5,0,1
"38",5.40021733497804e-06,3.3394263034041,10.5102506173477,4,10,9,-3.5,0,1
"39",5.40021733497804e-06,3.3394263034041,10.5102506173477,4,10,9,4.5,1,1
"40",5.40021733497804e-06,3.3394263034041,10.5102506173477,4,10,9,3.5,0,1
"41",0.00180161118893622,-15.2882880553753,8.523845702259,5,10,9,-0.5,1,1
"42",0.00180161118893622,-15.2882880553753,8.523845702259,5,10,9,-23.5,0,1
"43",0.00180161118893622,-15.2882880553753,8.523845702259,5,10,9,-11.5,0,1
"44",0.00180161118893622,-15.2882880553753,8.523845702259,5,10,9,0.5,1,1
"45",0.00180161118893622,-15.2882880553753,8.523845702259,5,10,9,-7.5,1,1
"46",0.00180161118893622,-15.2882880553753,8.523845702259,5,10,9,-14.5,0,1
"47",0.00180161118893622,-15.2882880553753,8.523845702259,5,10,9,-6.5,1,1
"48",0.00180161118893622,-15.2882880553753,8.523845702259,5,10,9,-13.5,0,1
"49",0.00180161118893622,-15.2882880553753,8.523845702259,5,10,9,-9.5,1,1
"50",0.00180161118893622,-15.2882880553753,8.523845702259,5,10,9,-14.5,1,1
"51",0.00213216491685872,-20.0570816769635,8.15938971776759,6,10,9,-0.5,1,1
"52",0.00213216491685872,-20.0570816769635,8.15938971776759,6,10,9,-23.5,0,1
"53",0.00213216491685872,-20.0570816769635,8.15938971776759,6,10,9,-11.5,1,1
"54",0.00213216491685872,-20.0570816769635,8.15938971776759,6,10,9,-19.5,1,1
"55",0.00213216491685872,-20.0570816769635,8.15938971776759,6,10,9,-28.5,0,1
"56",0.00213216491685872,-20.0570816769635,8.15938971776759,6,10,9,-25.5,0,1
"57",0.00213216491685872,-20.0570816769635,8.15938971776759,6,10,9,-17.5,0,1
"58",0.00213216491685872,-20.0570816769635,8.15938971776759,6,10,9,-9.5,0,1
"59",0.00213216491685872,-20.0570816769635,8.15938971776759,6,10,9,-2.5,1,1
"60",0.00213216491685872,-20.0570816769635,8.15938971776759,6,10,9,-3.5,1,1
"61",0.00795179578682369,-12.2854357714676,9.69801723080973,7,10,9,-0.5,1,1
"62",0.00795179578682369,-12.2854357714676,9.69801723080973,7,10,9,-23.5,0,1
"63",0.00795179578682369,-12.2854357714676,9.69801723080973,7,10,9,-11.5,0,1
"64",0.00795179578682369,-12.2854357714676,9.69801723080973,7,10,9,0.5,1,1
"65",0.00795179578682369,-12.2854357714676,9.69801723080973,7,10,9,-7.5,0,1
"66",0.00795179578682369,-12.2854357714676,9.69801723080973,7,10,9,-3.5,1,1
"67",0.00795179578682369,-12.2854357714676,9.69801723080973,7,10,9,-9.5,0,1
"68",0.00795179578682369,-12.2854357714676,9.69801723080973,7,10,9,-1.5,1,1
