"","lapse","alpha","beta","participant_id","trials","subs","X","resp","sessions"
"1",0.000436293540576502,-5.32807887314439,6.83305286624234,1,50,49,-0.5,1,1
"2",0.000436293540576502,-5.32807887314439,6.83305286624234,1,50,49,-23.5,0,1
"3",0.000436293540576502,-5.32807887314439,6.83305286624234,1,50,49,-11.5,0,1
"4",0.000436293540576502,-5.32807887314439,6.83305286624234,1,50,49,0.5,0,1
"5",0.000436293540576502,-5.32807887314439,6.83305286624234,1,50,49,12.5,1,1
"6",0.000436293540576502,-5.32807887314439,6.83305286624234,1,50,49,6.5,1,1
"7",0.000436293540576502,-5.32807887314439,6.83305286624234,1,50,49,-6.5,0,1
"8",0.000436293540576502,-5.32807887314439,6.83305286624234,1,50,49,7.5,1,1
"9",0.000436293540576502,-5.32807887314439,6.83305286624234,1,50,49,-6.5,1,1
"10",0.000436293540576502,-5.32807887314439,6.83305286624234,1,50,49,-13.5,0,1
"11",0.000436293540576502,-5.32807887314439,6.83305286624234,1,50,49,-12.5,0,1
"12",0.000436293540576502,-5.32807887314439,6.83305286624234,1,50,49,6.5,1,1
"13",0.000436293540576502,-5.32807887314439,6.83305286624234,1,50,49,-11.5,0,1
"14",0.000436293540576502,-5.32807887314439,6.83305286624234,1,50,49,5.5,1,1
"15",0.000436293540576502,-5.32807887314439,6.83305286624234,1,50,49,-11.5,0,1
"16",0.000436293540576502,-5.32807887314439,6.83305286624234,1,50,49,4.5,1,1
"17",0.000436293540576502,-5.32807887314439,6.83305286624234,1,50,49,-9.5,0,1
"18",0.000436293540576502,-5.32807887314439,6.83305286624234,1,50,49,2.5,1,1
"19",0.000436293540576502,-5.32807887314439,6.83305286624234,1,50,49,-4.5,0,1
"20",0.000436293540576502,-5.32807887314439,6.83305286624234,1,50,49,3.5,1,1
"21",0.000436293540576502,-5.32807887314439,6.83305286624234,1,50,49,-7.5,0,1
"22",0.000436293540576502,-5.32807887314439,6.83305286624234,1,50,49,-2.5,1,1
"23",0.000436293540576502,-5.32807887314439,6.83305286624234,1,50,49,2.5,1,1
"24",0.000436293540576502,-5.32807887314439,6.83305286624234,1,50,49,-8.5,1,1
"25",0.000436293540576502,-5.32807887314439,6.83305286624234,1,50,49,-12.5,0,1
"26",0.000436293540576502,-5.32807887314439,6.83305286624234,1,50,49,-11.5,0,1
"27",0.000436293540576502,-5.32807887314439,6.83305286624234,1,50,49,1.5,1,1
"28",0.000436293540576502,-5.32807887314439,6.83305286624234,1,50,49,1.5,1,1
"29",0.000436293540576502,-5.32807887314439,6.83305286624234,1,50,49,-10.5,0,1
"30",0.000436293540576502,-5.32807887314439,6.83305286624234,1,50,49,0.5,0,1
"31",0.000436293540576502,-5.32807887314439,6.83305286624234,1,50,49,-10.5,1,1
"32",0.000436293540576502,-5.32807887314439,6.83305286624234,1,50,49,-13.5,0,1
"33",0.000436293540576502,-5.32807887314439,6.83305286624234,1,50,49,4.5,1,1
"34",0.000436293540576502,-5.32807887314439,6.83305286624234,1,50,49,-13.5,0,1
"35",0.000436293540576502,-5.32807887314439,6.83305286624234,1,50,49,3.5,0,1
"36",0.000436293540576502,-5.32807887314439,6.83305286624234,1,50,49,6.5,1,1
"37",0.000436293540576502,-5.32807887314439,6.83305286624234,1,50,49,-13.5,0,1
"38",0.000436293540576502,-5.32807887314439,6.83305286624234,1,50,49,5.5,1,1
"39",0.000436293540576502,-5.32807887314439,6.83305286624234,1,50,49,-12.5,0,1
"40",0.000436293540576502,-5.32807887314439,6.83305286624234,1,50,49,5.5,1,1
"41",0.000436293540576502,-5.32807887314439,6.83305286624234,1,50,49,-11.5,0,1
"42",0.000436293540576502,-5.32807887314439,6.83305286624234,1,50,49,4.5,1,1
"43",0.000436293540576502,-5.32807887314439,6.83305286624234,1,50,49,-11.5,0,1
"44",0.000436293540576502,-5.32807887314439,6.83305286624234,1,50,49,3.5,1,1
"45",0.000436293540576502,-5.32807887314439,6.83305286624234,1,50,49,-10.5,0,1
"46",0.000436293540576502,-5.32807887314439,6.83305286624234,1,50,49,3.5,0,1
"47",0.000436293540576502,-5.32807887314439,6.83305286624234,1,50,49,5.5,1,1
"48",0.000436293540576502,-5.32807887314439,6.83305286624234,1,50,49,-10.5,0,1
"49",0.000436293540576502,-5.32807887314439,6.83305286624234,1,50,49,5.5,1,1
"50",0.000436293540576502,-5.32807887314439,6.83305286624234,1,50,49,-10.5,0,1
"51",0.0628879918020679,-6.43198599360132,7.35672101169293,2,50,49,-0.5,1,1
"52",0.0628879918020679,-6.43198599360132,7.35672101169293,2,50,49,-23.5,0,1
"53",0.0628879918020679,-6.43198599360132,7.35672101169293,2,50,49,-11.5,0,1
"54",0.0628879918020679,-6.43198599360132,7.35672101169293,2,50,49,0.5,1,1
"55",0.0628879918020679,-6.43198599360132,7.35672101169293,2,50,49,-7.5,1,1
"56",0.0628879918020679,-6.43198599360132,7.35672101169293,2,50,49,-14.5,0,1
"57",0.0628879918020679,-6.43198599360132,7.35672101169293,2,50,49,-6.5,1,1
"58",0.0628879918020679,-6.43198599360132,7.35672101169293,2,50,49,-13.5,0,1
"59",0.0628879918020679,-6.43198599360132,7.35672101169293,2,50,49,-9.5,1,1
"60",0.0628879918020679,-6.43198599360132,7.35672101169293,2,50,49,-14.5,0,1
"61",0.0628879918020679,-6.43198599360132,7.35672101169293,2,50,49,-8.5,0,1
"62",0.0628879918020679,-6.43198599360132,7.35672101169293,2,50,49,-3.5,1,1
"63",0.0628879918020679,-6.43198599360132,7.35672101169293,2,50,49,-14.5,0,1
"64",0.0628879918020679,-6.43198599360132,7.35672101169293,2,50,49,-4.5,1,1
"65",0.0628879918020679,-6.43198599360132,7.35672101169293,2,50,49,-13.5,0,1
"66",0.0628879918020679,-6.43198599360132,7.35672101169293,2,50,49,-5.5,0,1
"67",0.0628879918020679,-6.43198599360132,7.35672101169293,2,50,49,-1.5,0,1
"68",0.0628879918020679,-6.43198599360132,7.35672101169293,2,50,49,3.5,1,1
"69",0.0628879918020679,-6.43198599360132,7.35672101169293,2,50,49,3.5,1,1
"70",0.0628879918020679,-6.43198599360132,7.35672101169293,2,50,49,2.5,1,1
"71",0.0628879918020679,-6.43198599360132,7.35672101169293,2,50,49,-15.5,0,1
"72",0.0628879918020679,-6.43198599360132,7.35672101169293,2,50,49,1.5,1,1
"73",0.0628879918020679,-6.43198599360132,7.35672101169293,2,50,49,-15.5,0,1
"74",0.0628879918020679,-6.43198599360132,7.35672101169293,2,50,49,0.5,1,1
"75",0.0628879918020679,-6.43198599360132,7.35672101169293,2,50,49,-14.5,0,1
"76",0.0628879918020679,-6.43198599360132,7.35672101169293,2,50,49,-0.5,0,1
"77",0.0628879918020679,-6.43198599360132,7.35672101169293,2,50,49,3.5,1,1
"78",0.0628879918020679,-6.43198599360132,7.35672101169293,2,50,49,2.5,1,1
"79",0.0628879918020679,-6.43198599360132,7.35672101169293,2,50,49,-14.5,0,1
"80",0.0628879918020679,-6.43198599360132,7.35672101169293,2,50,49,1.5,0,1
"81",0.0628879918020679,-6.43198599360132,7.35672101169293,2,50,49,5.5,1,1
"82",0.0628879918020679,-6.43198599360132,7.35672101169293,2,50,49,-14.5,0,1
"83",0.0628879918020679,-6.43198599360132,7.35672101169293,2,50,49,4.5,1,1
"84",0.0628879918020679,-6.43198599360132,7.35672101169293,2,50,49,-14.5,1,1
"85",0.0628879918020679,-6.43198599360132,7.35672101169293,2,50,49,-17.5,0,1
"86",0.0628879918020679,-6.43198599360132,7.35672101169293,2,50,49,5.5,1,1
"87",0.0628879918020679,-6.43198599360132,7.35672101169293,2,50,49,-16.5,0,1
"88",0.0628879918020679,-6.43198599360132,7.35672101169293,2,50,49,4.5,1,1
"89",0.0628879918020679,-6.43198599360132,7.35672101169293,2,50,49,-15.5,0,1
"90",0.0628879918020679,-6.43198599360132,7.35672101169293,2,50,49,3.5,1,1
"91",0.0628879918020679,-6.43198599360132,7.35672101169293,2,50,49,-15.5,1,1
"92",0.0628879918020679,-6.43198599360132,7.35672101169293,2,50,49,-18.5,0,1
"93",0.0628879918020679,-6.43198599360132,7.35672101169293,2,50,49,4.5,1,1
"94",0.0628879918020679,-6.43198599360132,7.35672101169293,2,50,49,-17.5,0,1
"95",0.0628879918020679,-6.43198599360132,7.35672101169293,2,50,49,3.5,1,1
"96",0.0628879918020679,-6.43198599360132,7.35672101169293,2,50,49,-16.5,0,1
"97",0.0628879918020679,-6.43198599360132,7.35672101169293,2,50,49,2.5,1,1
"98",0.0628879918020679,-6.43198599360132,7.35672101169293,2,50,49,-16.5,0,1
"99",0.0628879918020679,-6.43198599360132,7.35672101169293,2,50,49,2.5,1,1
"100",0.0628879918020679,-6.43198599360132,7.35672101169293,2,50,49,-15.5,0,1
"101",5.05465400493651e-06,-3.49718859762293,10.2709687307735,3,50,49,-0.5,0,1
"102",5.05465400493651e-06,-3.49718859762293,10.2709687307735,3,50,49,22.5,1,1
"103",5.05465400493651e-06,-3.49718859762293,10.2709687307735,3,50,49,10.5,1,1
"104",5.05465400493651e-06,-3.49718859762293,10.2709687307735,3,50,49,-1.5,1,1
"105",5.05465400493651e-06,-3.49718859762293,10.2709687307735,3,50,49,-13.5,0,1
"106",5.05465400493651e-06,-3.49718859762293,10.2709687307735,3,50,49,-7.5,1,1
"107",5.05465400493651e-06,-3.49718859762293,10.2709687307735,3,50,49,-15.5,0,1
"108",5.05465400493651e-06,-3.49718859762293,10.2709687307735,3,50,49,-11.5,0,1
"109",5.05465400493651e-06,-3.49718859762293,10.2709687307735,3,50,49,4.5,1,1
"110",5.05465400493651e-06,-3.49718859762293,10.2709687307735,3,50,49,-14.5,0,1
"111",5.05465400493651e-06,-3.49718859762293,10.2709687307735,3,50,49,3.5,1,1
"112",5.05465400493651e-06,-3.49718859762293,10.2709687307735,3,50,49,-13.5,0,1
"113",5.05465400493651e-06,-3.49718859762293,10.2709687307735,3,50,49,3.5,1,1
"114",5.05465400493651e-06,-3.49718859762293,10.2709687307735,3,50,49,-6.5,0,1
"115",5.05465400493651e-06,-3.49718859762293,10.2709687307735,3,50,49,4.5,1,1
"116",5.05465400493651e-06,-3.49718859762293,10.2709687307735,3,50,49,-12.5,0,1
"117",5.05465400493651e-06,-3.49718859762293,10.2709687307735,3,50,49,3.5,1,1
"118",5.05465400493651e-06,-3.49718859762293,10.2709687307735,3,50,49,-10.5,1,1
"119",5.05465400493651e-06,-3.49718859762293,10.2709687307735,3,50,49,-15.5,0,1
"120",5.05465400493651e-06,-3.49718859762293,10.2709687307735,3,50,49,3.5,1,1
"121",5.05465400493651e-06,-3.49718859762293,10.2709687307735,3,50,49,-14.5,0,1
"122",5.05465400493651e-06,-3.49718859762293,10.2709687307735,3,50,49,1.5,1,1
"123",5.05465400493651e-06,-3.49718859762293,10.2709687307735,3,50,49,-14.5,0,1
"124",5.05465400493651e-06,-3.49718859762293,10.2709687307735,3,50,49,0.5,0,1
"125",5.05465400493651e-06,-3.49718859762293,10.2709687307735,3,50,49,5.5,1,1
"126",5.05465400493651e-06,-3.49718859762293,10.2709687307735,3,50,49,-13.5,0,1
"127",5.05465400493651e-06,-3.49718859762293,10.2709687307735,3,50,49,4.5,1,1
"128",5.05465400493651e-06,-3.49718859762293,10.2709687307735,3,50,49,-12.5,0,1
"129",5.05465400493651e-06,-3.49718859762293,10.2709687307735,3,50,49,3.5,0,1
"130",5.05465400493651e-06,-3.49718859762293,10.2709687307735,3,50,49,6.5,1,1
"131",5.05465400493651e-06,-3.49718859762293,10.2709687307735,3,50,49,-12.5,0,1
"132",5.05465400493651e-06,-3.49718859762293,10.2709687307735,3,50,49,6.5,0,1
"133",5.05465400493651e-06,-3.49718859762293,10.2709687307735,3,50,49,9.5,1,1
"134",5.05465400493651e-06,-3.49718859762293,10.2709687307735,3,50,49,9.5,0,1
"135",5.05465400493651e-06,-3.49718859762293,10.2709687307735,3,50,49,12.5,1,1
"136",5.05465400493651e-06,-3.49718859762293,10.2709687307735,3,50,49,12.5,0,1
"137",5.05465400493651e-06,-3.49718859762293,10.2709687307735,3,50,49,15.5,1,1
"138",5.05465400493651e-06,-3.49718859762293,10.2709687307735,3,50,49,14.5,1,1
